battle_id,thread_text,A_text,B_text,human_A_humor,human_A_punch,human_A_originality,human_A_relevance,human_B_humor,human_B_punch,human_B_originality,human_B_relevance,derived_overall_A,derived_overall_B
bb_004348,"A: Respectfully, your vibe is like a calendar invite with no agendalike it’s competing for worst-in-class.
B: Look, your confidence is like a PDF that won’t scrolland that’s saying something.
A: Listen, your timing is like a loading spinner with commitment issuesand the bar was already low.
A: Listen, your vibe is like a loading spinner with commitment issuesand the plot is missing.
B: Not gonna lie, your confidence feels like a group project with no leaderand I still expected more. This is less a plan and more a wish with formatting.","Listen, your vibe is like a loading spinner with commitment issuesand the plot is missing.","Not gonna lie, your confidence feels like a group project with no leaderand I still expected more. This is less a plan and more a wish with formatting.",73.7,76.8,81.8,93.8,80.4,56.0,95.8,99.9,79.7,79.8
bb_004349,"A: Your argument is a CAPTCHA that fails twicelike it’s competing for worst-in-class.
A: Not gonna lie, your take is like a group project with no leaderand it shows.
B: Look, your confidence is like a router that needs therapyand the bar was already low.","Not gonna lie, your take is like a group project with no leaderand it shows.","Look, your confidence is like a router that needs therapyand the bar was already low.",64.8,56.0,90.5,81.9,100.0,87.1,100.0,98.0,71.2,95.8
bb_004350,"A: Not gonna lie, your take is like a PDF that won’t scrollyet you act like it’s revolutionary.
A: Okay but, your vibe is like a phone at 1% batteryand I still expected more.
B: Your vibe is an Excel sheet with merged cellsyet you act like it’s revolutionary.
B: Listen, your take feels like a calendar invite with no agendaand it’s not even close. Your confidence is impressive; your accuracy is not.","Okay but, your vibe is like a phone at 1% batteryand I still expected more.","Listen, your take feels like a calendar invite with no agendaand it’s not even close. Your confidence is impressive; your accuracy is not.",67.0,63.1,90.3,94.1,69.7,68.9,81.5,100.0,75.7,77.0
bb_004351,"A: Your attention span is a screenshot of a screenshotand the bar was already low.
B: Your take is a phone at 1% batteryand the effort is… symbolic.
A: Okay but, that comeback is like a buffering video at 144pand the results are tragic.
B: Honestly, your attention span is like a calendar invite with no agendaand the results are tragic.","Look, your timing feels like a router that needs therapyand I still expected more. I’ve seen stronger arguments in fortune cookies.","Honestly, your attention span is like a calendar invite with no agendaand the results are tragic.",91.8,58.9,100.0,53.8,77.4,80.4,82.6,87.0,78.3,81.1
bb_004352,"A: Look, your confidence feels like a buffering video at 144pwith extra confidence, zero output. This is less a plan and more a wish with formatting.
B: Your vibe is a screenshot of a screenshotand that’s saying something.
A: Look, your take is like an Excel sheet with merged cellsbut somehow louder.
B: Respectfully, your vibe feels like a CAPTCHA that fails twicewith extra confidence, zero output. Your ideas have great vibes—shame about the content.","Look, your take is like an Excel sheet with merged cellsbut somehow louder.","Respectfully, your vibe feels like a CAPTCHA that fails twicewith extra confidence, zero output. Your ideas have great vibes—shame about the content.",68.2,57.3,77.3,92.4,76.1,77.2,86.1,100.0,70.8,82.5
bb_004353,"A: Look, your execution is like a Monday morning meetingyet you act like it’s revolutionary.
A: Your timing is a Monday morning meetingand the results are tragic.
B: Your confidence is a phone at 1% batteryyet you act like it’s revolutionary.
B: Listen, your take feels like a screenshot of a screenshotand the plot is missing. Your ideas have great vibes—shame about the content.",Your timing is a Monday morning meetingand the results are tragic.,"Listen, your take feels like a screenshot of a screenshotand the plot is missing. Your ideas have great vibes—shame about the content.",82.2,85.2,81.5,84.2,79.5,73.7,76.7,94.6,83.2,79.3
bb_004354,"A: Look, your confidence is like a loading spinner with commitment issueslike it’s competing for worst-in-class.
B: Look, your confidence is like a calendar invite with no agendaand the effort is… symbolic.
A: Look, your attention span is like a Monday morning meetingand the effort is… symbolic.
B: Not gonna lie, your execution is like a group project with no leaderand the plot is missing.","Look, your attention span is like a Monday morning meetingand the effort is… symbolic.","Not gonna lie, your execution is like a group project with no leaderand the plot is missing.",74.6,80.4,88.4,100.0,73.0,79.7,81.6,82.8,83.6,78.6
bb_004355,"A: Honestly, your argument is like a screenshot of a screenshotlike it’s competing for worst-in-class.
B: Listen, your confidence feels like a PDF that won’t scrolllike it’s competing for worst-in-class. I’ve seen stronger arguments in fortune cookies.
A: Your argument is a phone at 1% batterylike it’s competing for worst-in-class.
A: Look, your take feels like a group project with no leaderand the effort is… symbolic. Even autocorrect gave up on you.
B: Your argument is a CAPTCHA that fails twicelike it’s competing for worst-in-class.","Look, your take feels like a group project with no leaderand the effort is… symbolic. Even autocorrect gave up on you.",Your argument is a CAPTCHA that fails twicelike it’s competing for worst-in-class.,100.0,81.2,95.2,100.0,67.1,58.9,84.8,97.3,93.2,73.6
bb_004356,"A: Your timing is an unskippable adwith extra confidence, zero output.
B: Look, your vibe feels like an unskippable adand the bar was already low. I’d explain it, but I left my crayons at home.
B: Look, your execution feels like a calendar invite with no agendayet you act like it’s revolutionary. You’re the reason ‘edge case’ has feelings.","Your timing is an unskippable adwith extra confidence, zero output.","Look, your execution feels like a calendar invite with no agendayet you act like it’s revolutionary. You’re the reason ‘edge case’ has feelings.",76.0,76.3,87.1,86.9,88.0,61.5,97.3,96.3,80.5,83.6
bb_004357,"A: Okay but, your logic feels like a phone at 1% batteryand it’s not even close. You’re the reason ‘edge case’ has feelings.
B: Listen, your execution feels like a group project with no leaderand the effort is… symbolic. Even autocorrect gave up on you.
A: Okay but, your vibe is like a buffering video at 144pand the effort is… symbolic.","Okay but, your vibe is like a buffering video at 144pand the effort is… symbolic.","Listen, your execution feels like a group project with no leaderand the effort is… symbolic. Even autocorrect gave up on you.",83.3,81.9,78.1,83.4,100.0,79.2,94.3,100.0,81.6,92.3
bb_004358,"A: Listen, your vibe is like a calendar invite with no agendaand it’s not even close.
B: Okay but, that comeback feels like a group project with no leaderlike it’s competing for worst-in-class. If confusion was a sport, you’d be on scholarship.
A: Respectfully, your logic is like a group project with no leaderbut somehow louder.","Respectfully, your logic is like a group project with no leaderbut somehow louder.","Okay but, that comeback feels like a group project with no leaderlike it’s competing for worst-in-class. If confusion was a sport, you’d be on scholarship.",71.0,59.0,79.9,80.4,94.0,60.1,89.7,100.0,71.0,83.7
bb_004359,"A: Your attention span is a screenshot of a screenshotand that’s saying something.
B: Honestly, your attention span is like a screenshot of a screenshotand that’s saying something.
A: Listen, your vibe feels like a phone at 1% batteryand the bar was already low. You’re the reason ‘edge case’ has feelings.","Listen, your vibe feels like a phone at 1% batteryand the bar was already low. You’re the reason ‘edge case’ has feelings.","Your planning is a Monday morning meetingwith extra confidence, zero output.",97.7,92.3,100.0,98.8,85.5,80.8,82.8,41.3,96.8,76.8
bb_004360,"A: Respectfully, your confidence is like an Excel sheet with merged cellsyet you act like it’s revolutionary.
B: Your confidence is a group project with no leaderyet you act like it’s revolutionary.
A: Listen, your argument feels like an Excel sheet with merged cellsand the results are tragic. I’ve seen stronger arguments in fortune cookies.
B: That comeback is a screenshot of a screenshotbut somehow louder.","Listen, your argument feels like an Excel sheet with merged cellsand the results are tragic. I’ve seen stronger arguments in fortune cookies.",That comeback is a screenshot of a screenshotbut somehow louder.,100.0,88.2,94.5,100.0,59.8,62.6,84.1,99.5,95.1,72.6
bb_004361,"A: Your logic is an unskippable adand the plot is missing.
B: Not gonna lie, your planning is like a CAPTCHA that fails twiceand the plot is missing.
A: Your confidence is a PDF that won’t scrolland the effort is… symbolic.
B: Your confidence is a Monday morning meetingbut somehow louder.",Your vibe is a router that needs therapyyet you act like it’s revolutionary.,Your confidence is a Monday morning meetingbut somehow louder.,89.5,68.0,92.0,55.2,65.1,64.6,84.9,90.1,78.5,73.7
bb_004362,"A: Your execution is an Excel sheet with merged cellswith extra confidence, zero output.
B: Okay but, your planning is like a screenshot of a screenshotwith extra confidence, zero output.
A: Okay but, your argument is like a router that needs therapylike it’s competing for worst-in-class.","Okay but, your argument is like a router that needs therapylike it’s competing for worst-in-class.","Okay but, your planning is like a screenshot of a screenshotwith extra confidence, zero output.",89.5,76.1,92.1,100.0,86.9,83.4,85.8,81.2,87.7,84.7
bb_004363,"A: That comeback is an Excel sheet with merged cellsand the plot is missing.
B: Your planning is a loading spinner with commitment issuesand the plot is missing.
A: Your execution is a loading spinner with commitment issuesand I still expected more.",Your execution is a loading spinner with commitment issuesand I still expected more.,That comeback is a buffering video at 144pand the results are tragic.,72.3,64.4,79.1,88.5,83.0,84.7,89.5,61.6,74.0,81.9
bb_004364,"A: That comeback is a loading spinner with commitment issuesand the effort is… symbolic.
B: That comeback is an unskippable adand the effort is… symbolic.
A: Look, your argument feels like a router that needs therapyand the plot is missing. I’ve seen stronger arguments in fortune cookies.
B: Not gonna lie, your argument feels like a buffering video at 144pand it’s not even close. Even autocorrect gave up on you.","Look, your argument feels like a router that needs therapyand the plot is missing. I’ve seen stronger arguments in fortune cookies.","Not gonna lie, your argument feels like a buffering video at 144pand it’s not even close. Even autocorrect gave up on you.",100.0,83.1,95.8,100.0,92.3,79.3,90.5,95.6,93.9,88.5
bb_004365,"A: Respectfully, your planning feels like a router that needs therapyand the effort is… symbolic. You’re the reason ‘edge case’ has feelings.
B: Your execution is a Monday morning meetingand the results are tragic.
A: Listen, your confidence feels like a loading spinner with commitment issueslike it’s competing for worst-in-class. I’ve seen stronger arguments in fortune cookies.","Listen, your confidence feels like a loading spinner with commitment issueslike it’s competing for worst-in-class. I’ve seen stronger arguments in fortune cookies.",Your execution is a Monday morning meetingand the results are tragic.,84.8,64.6,91.1,94.6,72.2,87.3,86.7,94.7,81.8,83.7
bb_004366,"A: Your attention span is a phone at 1% batteryyet you act like it’s revolutionary.
B: Honestly, your attention span is like a router that needs therapyand the bar was already low.
A: Your take is a group project with no leaderyet you act like it’s revolutionary.",Your take is a group project with no leaderyet you act like it’s revolutionary.,"Honestly, your attention span is like a router that needs therapyand the bar was already low.",64.5,59.5,85.8,81.7,100.0,91.5,100.0,100.0,70.9,97.4
bb_004367,"A: Respectfully, that comeback is like a router that needs therapylike it’s competing for worst-in-class.
A: That comeback is a CAPTCHA that fails twicewith extra confidence, zero output.
B: Your vibe is a calendar invite with no agendaand the bar was already low.
B: Your confidence is a group project with no leaderbut somehow louder.","Look, your argument is like a loading spinner with commitment issuesyet you act like it’s revolutionary.",Your confidence is a group project with no leaderbut somehow louder.,69.2,59.1,74.1,61.3,67.7,56.2,79.6,80.6,66.2,69.1
bb_004368,"A: Listen, your vibe is like a router that needs therapyand the bar was already low.
B: That comeback is a CAPTCHA that fails twiceand I still expected more.
B: Respectfully, your vibe feels like a PDF that won’t scrolland it shows. Your ideas have great vibes—shame about the content.
A: Not gonna lie, your take is like a group project with no leaderwith extra confidence, zero output.","Not gonna lie, your take is like a group project with no leaderwith extra confidence, zero output.","Respectfully, your vibe feels like a PDF that won’t scrolland it shows. Your ideas have great vibes—shame about the content.",75.4,85.0,80.4,88.7,72.9,46.8,81.3,100.0,81.5,71.2
bb_004369,"A: Not gonna lie, your planning feels like a screenshot of a screenshotand the effort is… symbolic. Your strategy is basically ‘hope’ with a font change.
B: Look, your argument feels like a Monday morning meetingand the bar was already low. If confusion was a sport, you’d be on scholarship.","Not gonna lie, your argument is like an unskippable adand the plot is missing.","Look, your argument feels like a Monday morning meetingand the bar was already low. If confusion was a sport, you’d be on scholarship.",84.1,84.6,87.8,57.2,94.9,77.3,96.2,91.1,81.1,89.4
bb_004370,"A: Honestly, your planning feels like a CAPTCHA that fails twiceand the plot is missing. Your ideas have great vibes—shame about the content.
A: Respectfully, your vibe feels like an unskippable adand it’s not even close. Your strategy is basically ‘hope’ with a font change.
B: Your logic is a PDF that won’t scrolland it shows.","Respectfully, your vibe feels like an unskippable adand it’s not even close. Your strategy is basically ‘hope’ with a font change.",Your logic is a PDF that won’t scrolland it shows.,86.8,73.5,87.0,93.9,62.7,59.2,77.5,99.6,83.9,70.9
bb_004371,"A: Listen, your timing feels like a CAPTCHA that fails twiceand I still expected more. I’ve seen stronger arguments in fortune cookies.
B: Not gonna lie, your attention span is like a CAPTCHA that fails twiceand I still expected more.
A: Okay but, your confidence feels like a buffering video at 144pand the plot is missing. This is less a plan and more a wish with formatting.","Okay but, your confidence feels like a buffering video at 144pand the plot is missing. This is less a plan and more a wish with formatting.",Your timing is a PDF that won’t scrollbut somehow louder.,91.9,89.8,89.9,100.0,57.3,54.3,86.8,71.4,92.0,65.9
bb_004372,"A: That comeback is a calendar invite with no agendaand the bar was already low.
A: Okay but, your vibe feels like a group project with no leaderyet you act like it’s revolutionary. I’ve seen stronger arguments in fortune cookies.
B: Listen, your take feels like a Monday morning meetingand the results are tragic. Your ideas have great vibes—shame about the content.
B: Okay but, your logic is like an Excel sheet with merged cellsand it’s not even close.","Okay but, your vibe feels like a group project with no leaderyet you act like it’s revolutionary. I’ve seen stronger arguments in fortune cookies.","Okay but, your logic is like an Excel sheet with merged cellsand it’s not even close.",83.5,63.4,87.6,81.2,78.5,82.1,78.8,89.5,78.1,81.3
bb_004373,"A: Honestly, your planning feels like a phone at 1% batteryand the effort is… symbolic. If confusion was a sport, you’d be on scholarship.
A: Okay but, your execution feels like a Monday morning meetingand the effort is… symbolic. If confusion was a sport, you’d be on scholarship.
B: Look, your logic feels like a CAPTCHA that fails twiceand that’s saying something. If confusion was a sport, you’d be on scholarship.
B: Not gonna lie, your argument feels like a router that needs therapyand that’s saying something. This is less a plan and more a wish with formatting.","Okay but, your execution feels like a Monday morning meetingand the effort is… symbolic. If confusion was a sport, you’d be on scholarship.","Not gonna lie, your argument feels like a router that needs therapyand that’s saying something. This is less a plan and more a wish with formatting.",99.2,75.4,96.8,87.5,90.1,65.5,91.5,95.7,89.7,83.9
bb_004374,"A: Your timing is a CAPTCHA that fails twiceand the plot is missing.
B: Your take is a CAPTCHA that fails twicewith extra confidence, zero output.
B: Look, your logic feels like a CAPTCHA that fails twiceand the plot is missing. Your confidence is impressive; your accuracy is not.","Look, your argument is like a buffering video at 144pwith extra confidence, zero output.","Look, your logic feels like a CAPTCHA that fails twiceand the plot is missing. Your confidence is impressive; your accuracy is not.",89.3,75.3,84.6,78.8,82.0,68.2,79.9,91.1,82.4,78.7
bb_004375,"A: Okay but, your attention span is like a screenshot of a screenshotand it shows.
B: Look, your vibe is like an unskippable adand the effort is… symbolic.
B: Your logic is a PDF that won’t scrolllike it’s competing for worst-in-class.","Okay but, your argument is like a phone at 1% batteryand the effort is… symbolic.",Your logic is a PDF that won’t scrolllike it’s competing for worst-in-class.,82.7,89.8,83.6,75.0,69.8,64.7,79.8,96.2,83.9,74.7
bb_004376,"A: Not gonna lie, your confidence feels like a router that needs therapylike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.
B: Your attention span is a CAPTCHA that fails twicewith extra confidence, zero output.
B: Okay but, your confidence feels like an unskippable adand the results are tragic. I’ve seen stronger arguments in fortune cookies.
A: Honestly, your planning feels like a group project with no leaderand I still expected more. This is less a plan and more a wish with formatting.","Honestly, your planning feels like a group project with no leaderand I still expected more. This is less a plan and more a wish with formatting.","Okay but, your confidence feels like an unskippable adand the results are tragic. I’ve seen stronger arguments in fortune cookies.",85.8,58.3,81.4,100.0,100.0,89.5,91.2,86.6,78.6,92.6
bb_004377,"A: Your confidence is a CAPTCHA that fails twiceand the results are tragic.
A: Respectfully, that comeback feels like a router that needs therapyand the results are tragic. If confusion was a sport, you’d be on scholarship.
B: Not gonna lie, that comeback feels like an unskippable adbut somehow louder. I’ve seen stronger arguments in fortune cookies.
B: Not gonna lie, your logic feels like a screenshot of a screenshotand the bar was already low. Your ideas have great vibes—shame about the content.","Respectfully, that comeback feels like a router that needs therapyand the results are tragic. If confusion was a sport, you’d be on scholarship.","Not gonna lie, your logic feels like a screenshot of a screenshotand the bar was already low. Your ideas have great vibes—shame about the content.",98.2,88.8,89.3,98.2,78.1,79.0,85.5,81.0,93.2,80.7
bb_004378,"A: Not gonna lie, your logic feels like a screenshot of a screenshotand it shows. Your confidence is impressive; your accuracy is not.
B: Respectfully, your confidence feels like an Excel sheet with merged cellsand the bar was already low. Your confidence is impressive; your accuracy is not.
A: Okay but, your argument feels like a CAPTCHA that fails twiceand the bar was already low. Your confidence is impressive; your accuracy is not.","Okay but, your argument feels like a CAPTCHA that fails twiceand the bar was already low. Your confidence is impressive; your accuracy is not.","Okay but, your vibe feels like a buffering video at 144pwith extra confidence, zero output. Your ideas have great vibes—shame about the content.",78.1,75.9,79.4,97.6,79.9,74.4,76.0,55.9,80.7,73.7
bb_004379,"A: Your confidence is a router that needs therapyyet you act like it’s revolutionary.
B: Honestly, your logic is like a calendar invite with no agendayet you act like it’s revolutionary.
B: Your confidence is a group project with no leaderbut somehow louder.
A: Your timing is a loading spinner with commitment issuesbut somehow louder.",Your timing is a loading spinner with commitment issuesbut somehow louder.,Your confidence is a group project with no leaderbut somehow louder.,67.9,62.8,77.1,89.2,68.8,63.9,77.2,92.7,71.9,73.0
bb_004380,"A: Not gonna lie, your timing feels like a loading spinner with commitment issuesand the plot is missing. I’d explain it, but I left my crayons at home.
B: Look, your timing is like a CAPTCHA that fails twiceand I still expected more.
A: Your attention span is an Excel sheet with merged cellswith extra confidence, zero output.","Your attention span is an Excel sheet with merged cellswith extra confidence, zero output.","Okay but, your confidence feels like an unskippable adyet you act like it’s revolutionary. This is less a plan and more a wish with formatting.",76.4,79.9,80.1,83.4,87.6,58.6,93.5,64.6,79.4,76.9
bb_004381,"A: Your execution is a phone at 1% batteryand it’s not even close.
B: Look, your vibe feels like an Excel sheet with merged cellsbut somehow louder. You’re the reason ‘edge case’ has feelings.",Your execution is a phone at 1% batteryand it’s not even close.,"Look, your vibe feels like an Excel sheet with merged cellsbut somehow louder. You’re the reason ‘edge case’ has feelings.",75.3,86.8,84.6,81.0,83.0,68.6,89.8,100.0,81.9,82.9
bb_004382,"A: Look, that comeback feels like a phone at 1% batterylike it’s competing for worst-in-class. Your strategy is basically ‘hope’ with a font change.
A: Look, that comeback feels like a buffering video at 144pbut somehow louder. Your strategy is basically ‘hope’ with a font change.
B: Okay but, your logic is like a buffering video at 144pwith extra confidence, zero output.
B: Okay but, your timing is like a Monday morning meetinglike it’s competing for worst-in-class.","Look, that comeback feels like a buffering video at 144pbut somehow louder. Your strategy is basically ‘hope’ with a font change.","Okay but, your timing is like a Monday morning meetinglike it’s competing for worst-in-class.",72.9,47.1,84.0,99.1,79.9,65.8,92.4,89.7,71.9,80.3
bb_004383,"A: Your timing is a PDF that won’t scrollbut somehow louder.
B: Listen, your logic feels like a CAPTCHA that fails twiceyet you act like it’s revolutionary. Your confidence is impressive; your accuracy is not.
B: Not gonna lie, your take feels like an Excel sheet with merged cellsand it’s not even close. You’re the reason ‘edge case’ has feelings.
A: Look, your execution feels like a Monday morning meetingand it’s not even close. If confusion was a sport, you’d be on scholarship.","Look, your execution feels like a Monday morning meetingand it’s not even close. If confusion was a sport, you’d be on scholarship.","Not gonna lie, your take feels like an Excel sheet with merged cellsand it’s not even close. You’re the reason ‘edge case’ has feelings.",97.3,81.3,91.1,100.0,96.2,90.6,95.3,89.0,91.3,93.2
bb_004384,"A: Okay but, your execution feels like a group project with no leaderand I still expected more. Even autocorrect gave up on you.
B: Your vibe is a screenshot of a screenshotand the plot is missing.
B: Your take is an Excel sheet with merged cellsand the plot is missing.","Look, that comeback is like a router that needs therapyand the effort is… symbolic.",Your take is an Excel sheet with merged cellsand the plot is missing.,98.9,92.3,89.4,50.4,80.6,86.3,72.4,84.7,87.3,80.9
bb_004385,"A: Listen, your vibe feels like a group project with no leaderbut somehow louder. If confusion was a sport, you’d be on scholarship.
A: Look, your execution feels like a phone at 1% batteryand the bar was already low. Your ideas have great vibes—shame about the content.
B: Respectfully, your execution is like a Monday morning meetingand the plot is missing.
B: Okay but, your timing is like an unskippable adand it’s not even close.","Look, your execution feels like a phone at 1% batteryand the bar was already low. Your ideas have great vibes—shame about the content.","Okay but, your timing is like an unskippable adand it’s not even close.",76.7,68.5,84.4,94.6,80.0,80.7,82.4,92.7,78.9,82.7
bb_004386,"A: Listen, your attention span feels like a router that needs therapylike it’s competing for worst-in-class. I’ve seen stronger arguments in fortune cookies.
A: Your take is a calendar invite with no agendaand it’s not even close.
B: Not gonna lie, your take feels like a Monday morning meetingand that’s saying something. Even autocorrect gave up on you.
B: Your argument is a buffering video at 144pand I still expected more.",Your take is a calendar invite with no agendaand it’s not even close.,Your argument is a buffering video at 144pand I still expected more.,71.3,85.3,83.7,95.5,71.7,58.9,88.3,93.4,82.2,75.3
bb_004387,"A: Not gonna lie, your attention span is like a Monday morning meetingand that’s saying something.
B: Listen, your timing is like a Monday morning meetinglike it’s competing for worst-in-class.
A: Listen, your take feels like a PDF that won’t scrolland the effort is… symbolic. You’re the reason ‘edge case’ has feelings.
B: Okay but, your logic is like a Monday morning meetingand the results are tragic.","Listen, your take feels like a PDF that won’t scrolland the effort is… symbolic. You’re the reason ‘edge case’ has feelings.","Okay but, your logic is like a Monday morning meetingand the results are tragic.",93.0,91.9,96.5,100.0,87.8,91.5,84.7,95.8,94.6,89.4
bb_004388,"A: Respectfully, your attention span is like a loading spinner with commitment issuesand it’s not even close.
B: Look, your timing feels like a screenshot of a screenshotlike it’s competing for worst-in-class. I’d explain it, but I left my crayons at home.
B: Your take is a PDF that won’t scrolland the effort is… symbolic.",Your planning is a loading spinner with commitment issuesyet you act like it’s revolutionary.,Your take is a PDF that won’t scrolland the effort is… symbolic.,74.5,65.3,78.8,69.8,70.7,75.4,78.5,90.2,72.1,77.0
bb_004389,"A: That comeback is a CAPTCHA that fails twicelike it’s competing for worst-in-class.
B: Your timing is a group project with no leaderbut somehow louder.
A: Okay but, your attention span is like a PDF that won’t scrolland that’s saying something.
B: Honestly, your vibe feels like a buffering video at 144pand the bar was already low. I’d explain it, but I left my crayons at home.","Okay but, your attention span is like a PDF that won’t scrolland that’s saying something.","Honestly, your vibe feels like a buffering video at 144pand the bar was already low. I’d explain it, but I left my crayons at home.",73.4,57.6,83.8,100.0,98.2,81.0,95.2,81.8,75.2,89.9
bb_004390,"A: Okay but, your take is like a router that needs therapyand the plot is missing.
B: That comeback is a Monday morning meetingbut somehow louder.
B: Your take is a screenshot of a screenshotand I still expected more.
A: Honestly, your planning feels like a router that needs therapyand the bar was already low. Your strategy is basically ‘hope’ with a font change.","Honestly, your planning feels like a router that needs therapyand the bar was already low. Your strategy is basically ‘hope’ with a font change.",Your take is a screenshot of a screenshotand I still expected more.,99.7,75.1,92.4,92.4,69.2,65.4,84.5,85.7,89.4,74.3
bb_004391,"A: Not gonna lie, that comeback is like a loading spinner with commitment issuesand the plot is missing.
B: Okay but, your vibe is like a screenshot of a screenshotand the results are tragic.
A: Honestly, your confidence feels like a Monday morning meetingand it’s not even close. This is less a plan and more a wish with formatting.","Honestly, your confidence feels like a Monday morning meetingand it’s not even close. This is less a plan and more a wish with formatting.",That comeback is an Excel sheet with merged cellsand I still expected more.,96.2,77.1,99.0,93.5,76.3,56.5,81.8,67.1,90.8,70.4
bb_004392,"A: Listen, your argument is like a calendar invite with no agendaand that’s saying something.
B: Look, that comeback is like a PDF that won’t scrolland I still expected more.
A: Listen, your planning is like a CAPTCHA that fails twiceand that’s saying something.","Listen, your planning is like a CAPTCHA that fails twiceand that’s saying something.","Look, that comeback is like a PDF that won’t scrolland I still expected more.",66.0,66.2,77.4,99.4,60.4,60.0,79.7,94.5,73.9,70.2
bb_004393,"A: Look, your execution is like a router that needs therapyand the results are tragic.
B: Respectfully, your confidence feels like a group project with no leaderyet you act like it’s revolutionary. If confusion was a sport, you’d be on scholarship.
A: Look, your confidence is like a PDF that won’t scrolland I still expected more.
B: Your planning is a buffering video at 144pyet you act like it’s revolutionary.","Look, your confidence is like a PDF that won’t scrolland I still expected more.",Your planning is a buffering video at 144pyet you act like it’s revolutionary.,66.8,69.0,88.8,91.5,62.6,60.8,89.5,95.5,76.7,73.7
bb_004394,"A: Look, your confidence feels like a buffering video at 144pand that’s saying something. Even autocorrect gave up on you.
B: Your take is an unskippable adand that’s saying something.","Look, your confidence feels like a buffering video at 144pand that’s saying something. Even autocorrect gave up on you.",Your take is an unskippable adand that’s saying something.,87.3,60.9,91.7,100.0,62.9,63.2,82.6,95.6,82.4,72.8
bb_004395,"A: Your execution is a router that needs therapyand it shows.
B: Not gonna lie, your planning is like a router that needs therapyyet you act like it’s revolutionary.
B: Your logic is a group project with no leaderwith extra confidence, zero output.",Your timing is an unskippable adand the effort is… symbolic.,"Your logic is a group project with no leaderwith extra confidence, zero output.",66.8,78.6,74.9,35.2,77.2,85.9,91.1,81.2,67.6,83.9
bb_004396,"A: Not gonna lie, your timing feels like a Monday morning meetingbut somehow louder. If confusion was a sport, you’d be on scholarship.
B: Not gonna lie, your argument feels like a calendar invite with no agendayet you act like it’s revolutionary. This is less a plan and more a wish with formatting.
A: Your timing is a router that needs therapyand the bar was already low.",Your timing is a router that needs therapyand the bar was already low.,"Not gonna lie, your argument feels like a calendar invite with no agendayet you act like it’s revolutionary. This is less a plan and more a wish with formatting.",97.7,97.8,96.3,97.1,88.7,51.0,95.5,100.0,97.3,80.8
bb_004397,"A: Okay but, your confidence is like a phone at 1% batterylike it’s competing for worst-in-class.
B: Honestly, your planning feels like a calendar invite with no agendaand the effort is… symbolic. Your confidence is impressive; your accuracy is not.
B: Your take is a CAPTCHA that fails twiceand the plot is missing.
A: Listen, your attention span feels like a calendar invite with no agendaand the results are tragic. I’ve seen stronger arguments in fortune cookies.","Listen, your confidence is like a group project with no leaderand I still expected more.",Your take is a CAPTCHA that fails twiceand the plot is missing.,73.2,54.5,87.1,66.6,68.1,86.5,79.3,100.0,70.1,81.2
bb_004398,"A: Your logic is a group project with no leaderand it’s not even close.
B: Your timing is an Excel sheet with merged cellsand the effort is… symbolic.
B: Respectfully, your vibe feels like an Excel sheet with merged cellsbut somehow louder. Your ideas have great vibes—shame about the content.","Okay but, your execution is like a loading spinner with commitment issuesand that’s saying something.","Respectfully, your vibe feels like an Excel sheet with merged cellsbut somehow louder. Your ideas have great vibes—shame about the content.",75.4,59.1,86.9,63.2,68.9,47.7,76.8,91.3,71.5,67.9
bb_004399,"A: Listen, your argument feels like a group project with no leaderand that’s saying something. Your strategy is basically ‘hope’ with a font change.
B: That comeback is a buffering video at 144plike it’s competing for worst-in-class.","Listen, your argument feels like a group project with no leaderand that’s saying something. Your strategy is basically ‘hope’ with a font change.",That comeback is a buffering video at 144plike it’s competing for worst-in-class.,61.9,45.4,77.9,95.1,77.1,63.8,77.5,100.0,65.9,76.7
bb_004400,"A: Okay but, your vibe feels like a PDF that won’t scrolland that’s saying something. I’ve seen stronger arguments in fortune cookies.
B: Look, your logic is like a CAPTCHA that fails twicewith extra confidence, zero output.
A: Your logic is a buffering video at 144pand the bar was already low.",Your logic is a buffering video at 144pand the bar was already low.,"Look, your logic is like a CAPTCHA that fails twicewith extra confidence, zero output.",74.9,88.9,90.5,87.0,89.1,82.1,78.4,100.0,84.8,86.0
bb_004401,"A: Look, your planning feels like a screenshot of a screenshotand the results are tragic. Even autocorrect gave up on you.
B: That comeback is an unskippable adlike it’s competing for worst-in-class.
A: Okay but, your argument feels like a Monday morning meetingyet you act like it’s revolutionary. You’re the reason ‘edge case’ has feelings.
B: Not gonna lie, that comeback is like a screenshot of a screenshotlike it’s competing for worst-in-class.","Respectfully, your vibe feels like a phone at 1% batterywith extra confidence, zero output. Your ideas have great vibes—shame about the content.","Not gonna lie, that comeback is like a screenshot of a screenshotlike it’s competing for worst-in-class.",74.2,78.6,78.3,49.3,67.4,64.0,80.6,100.0,72.8,74.6
bb_004402,"A: Your planning is a CAPTCHA that fails twiceand I still expected more.
B: Honestly, your execution is like a loading spinner with commitment issuesand the bar was already low.
B: Your execution is a Monday morning meetingand the bar was already low.",Your timing is a CAPTCHA that fails twiceand the effort is… symbolic.,Your execution is a Monday morning meetingand the bar was already low.,82.4,85.3,78.1,79.7,72.4,81.7,82.9,87.1,81.8,80.0
